filepath,label
albaillella_amplificata.jpg,albaillella_amplificata
albaillella_amplificata_2.jpg,albaillella_amplificata
albaillella_amplificata_3.jpg,albaillella_amplificata
albaillella_amplificata_4.jpg,albaillella_amplificata
albaillella_amplificata_5.jpg,albaillella_amplificata
albaillella_amplificata_6.jpg,albaillella_amplificata
albaillella_amplificata_7.jpg,albaillella_amplificata
albaillella_amplificata_8.jpg,albaillella_amplificata
albaillella_amplificata_9.jpg,albaillella_amplificata
albaillella_amplificata_10.jpg,albaillella_amplificata
albaillella_amplificata_11.jpg,albaillella_amplificata
albaillella_amplificata_12.jpg,albaillella_amplificata
albaillella_amplificata_13.jpg,albaillella_amplificata
albaillella_amplificata_14.jpg,albaillella_amplificata
albaillella_amplificata_15.jpg,albaillella_amplificata
albaillella_amygdalaspinosa.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_2.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_3.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_4.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_5.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_6.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_7.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_8.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_9.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_10.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_11.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_12.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_13.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_14.jpg,albaillella_amygdalaspinosa
albaillella_amygdalaspinosa_15.jpg,albaillella_amygdalaspinosa
albaillella_angusta.jpg,albaillella_angusta
albaillella_angusta_2.jpg,albaillella_angusta
albaillella_angusta_3.jpg,albaillella_angusta
albaillella_angusta_4.jpg,albaillella_angusta
albaillella_angusta_5.jpg,albaillella_angusta
albaillella_angusta_6.jpg,albaillella_angusta
albaillella_angusta_7.jpg,albaillella_angusta
albaillella_angusta_8.jpg,albaillella_angusta
albaillella_angusta_9.jpg,albaillella_angusta
albaillella_angusta_10.jpg,albaillella_angusta
albaillella_angusta_11.jpg,albaillella_angusta
albaillella_angusta_12.jpg,albaillella_angusta
albaillella_angusta_13.jpg,albaillella_angusta
albaillella_angusta_14.jpg,albaillella_angusta
albaillella_angusta_15.jpg,albaillella_angusta
albaillella_asymmetrica.jpg,albaillella_asymmetrica
albaillella_asymmetrica_2.jpg,albaillella_asymmetrica
albaillella_asymmetrica_3.jpg,albaillella_asymmetrica
albaillella_asymmetrica_4.jpg,albaillella_asymmetrica
albaillella_asymmetrica_5.jpg,albaillella_asymmetrica
albaillella_asymmetrica_6.jpg,albaillella_asymmetrica
albaillella_asymmetrica_7.jpg,albaillella_asymmetrica
albaillella_asymmetrica_8.jpg,albaillella_asymmetrica
albaillella_asymmetrica_9.jpg,albaillella_asymmetrica
albaillella_asymmetrica_10.jpg,albaillella_asymmetrica
albaillella_asymmetrica_11.jpg,albaillella_asymmetrica
albaillella_asymmetrica_12.jpg,albaillella_asymmetrica
albaillella_asymmetrica_13.jpg,albaillella_asymmetrica
albaillella_asymmetrica_14.jpg,albaillella_asymmetrica
albaillella_asymmetrica_15.jpg,albaillella_asymmetrica
albaillella_bialata.jpg,albaillella_bialata
albaillella_bialata_2.jpg,albaillella_bialata
albaillella_bialata_3.jpg,albaillella_bialata
albaillella_bialata_4.jpg,albaillella_bialata
albaillella_bialata_5.jpg,albaillella_bialata
albaillella_bialata_6.jpg,albaillella_bialata
albaillella_bialata_7.jpg,albaillella_bialata
albaillella_bialata_8.jpg,albaillella_bialata
albaillella_bialata_9.jpg,albaillella_bialata
albaillella_bialata_10.jpg,albaillella_bialata
albaillella_bialata_11.jpg,albaillella_bialata
albaillella_bialata_12.jpg,albaillella_bialata
albaillella_bialata_13.jpg,albaillella_bialata
albaillella_bialata_14.jpg,albaillella_bialata
albaillella_bialata_15.jpg,albaillella_bialata
albaillella_bipennata.jpg,albaillella_bipennata
albaillella_bipennata_2.jpg,albaillella_bipennata
albaillella_bipennata_3.jpg,albaillella_bipennata
albaillella_bipennata_4.jpg,albaillella_bipennata
albaillella_bipennata_5.jpg,albaillella_bipennata
albaillella_bipennata_6.jpg,albaillella_bipennata
albaillella_bipennata_7.jpg,albaillella_bipennata
